'Frame (30fps)', 'hips', 'neck', 'head', 'eye_R', 'eye_L', 'clavicle_R', 'shoulder_R', 'upperArm_R', 'elbow_R', 'lowerArm_R', 'hand_R', 'clavicle_L', 'shoulder_L', 'upperArm_L', 'elbow_L', 'lowerArm_L', 'hand_L', 'upperLeg_R', 'knee_R', 'ankle_R', 'upperLeg_L', 'knee_L', 'ankle_L'
1283,-2290,-2.24,-8.27,2.24,2.24,84.78,-35.46,-24.54,-26.21,-53.12,-81.35,56.64,-49.29,19.6,-32.73,10.44,-74.01,-19.47,38.01,-18.53,-19.47,38,-18.53
1284,-2244,-2.06,-8.13,2.06,2.06,84.77,-35.46,-25.07,-26.82,-55.61,-81.51,57.24,-49.08,19.58,-34.15,12.55,-73.81,-19.27,37.61,-18.34,-19.27,37.61,-18.34
1285,-2196,-1.87,-7.97,1.87,1.87,84.77,-35.46,-25.57,-27.43,-57.93,-81.64,57.95,-48.87,19.53,-35.83,14.7,-73.63,-19.06,37.21,-18.14,-19.06,37.2,-18.14
1286,-2149,-1.67,-7.79,1.67,1.67,84.77,-35.46,-26.03,-28.01,-60.07,-81.75,58.76,-48.65,19.45,-37.74,16.89,-73.44,-18.85,36.8,-17.95,-18.85,36.8,-17.94
1287,-2099,-1.47,-7.59,1.47,1.47,84.76,-35.46,-26.45,-28.58,-62.01,-81.82,59.67,-48.43,19.33,-39.86,19.12,-73.26,-18.63,36.36,-17.73,-18.63,36.36,-17.73
1288,-2042,-1.26,-7.38,1.26,1.26,84.76,-35.46,-26.84,-29.14,-63.75,-81.87,60.66,-48.21,19.19,-42.18,21.37,-73.09,-18.38,35.87,-17.49,-18.38,35.87,-17.49
1289,-1983,-1.04,-7.15,1.04,1.04,84.75,-35.46,-27.18,-29.67,-65.25,-81.89,61.73,-47.98,19.02,-44.67,23.64,-72.91,-18.1,35.34,-17.23,-18.1,35.34,-17.23
1290,-1917,-0.82,-6.91,0.82,0.82,84.75,-35.45,-27.49,-30.22,-66.59,-81.89,62.87,-47.74,18.82,-47.31,25.93,-72.75,-17.8,34.74,-16.94,-17.8,34.74,-16.94
1291,-1848,-0.59,-6.65,0.59,0.59,84.75,-35.42,-27.77,-30.81,-67.84,-81.89,64.06,-47.51,18.59,-50.08,28.22,-72.58,-17.47,34.11,-16.63,-17.47,34.1,-16.63
1292,-1788,-0.35,-6.39,0.35,0.35,84.74,-35.36,-28.03,-31.43,-68.99,-81.89,65.31,-47.27,18.33,-52.95,30.52,-72.43,-17.18,33.54,-16.36,-17.18,33.54,-16.36
1293,-1743,-0.11,-6.12,0.11,0.11,84.74,-35.29,-28.27,-32.08,-70.06,-81.88,66.6,-47.02,18.05,-55.91,32.82,-72.27,-16.96,33.12,-16.15,-16.96,33.11,-16.15
1294,-1707,0.13,-5.84,-0.13,-0.13,84.74,-35.2,-28.48,-32.75,-71.03,-81.88,67.92,-46.77,17.75,-58.94,35.11,-72.13,-16.79,32.77,-15.98,-16.79,32.77,-15.98
1295,-1668,0.37,-5.56,-0.37,-0.37,84.74,-35.09,-28.68,-33.45,-71.92,-81.88,69.27,-46.52,17.41,-62,37.39,-71.98,-16.59,32.39,-15.8,-16.59,32.39,-15.8
1296,-1623,0.62,-5.27,-0.62,-0.62,84.74,-34.96,-28.86,-34.16,-72.72,-81.87,70.63,-46.27,17.06,-65.09,39.65,-71.85,-16.36,31.95,-15.58,-16.36,31.94,-15.58
1297,-1579,0.86,-4.98,-0.86,-0.86,84.74,-34.82,-29.02,-34.88,-73.44,-81.87,72.01,-46.01,16.68,-68.18,41.88,-71.72,-16.14,31.5,-15.37,-16.13,31.5,-15.36
1298,-1533,1.11,-4.69,-1.11,-1.11,84.74,-34.67,-29.16,-35.61,-74.07,-81.86,73.38,-45.74,16.28,-71.25,44.09,-71.59,-15.9,31.04,-15.14,-15.9,31.04,-15.14
1299,-1485,1.36,-4.4,-1.36,-1.36,84.74,-34.5,-29.29,-36.34,-74.61,-81.85,74.74,-45.48,15.85,-74.27,46.25,-71.48,-15.65,30.55,-14.9,-15.65,30.55,-14.9
1300,-1435,1.6,-4.11,-1.6,-1.6,84.74,-34.32,-29.41,-37.06,-75.08,-81.85,76.09,-45.21,15.41,-77.23,48.38,-71.37,-15.38,30.03,-14.65,-15.38,30.02,-14.65
1301,-1381,1.85,-3.83,-1.85,-1.85,84.74,-34.14,-29.5,-37.77,-75.46,-81.84,77.41,-44.93,14.94,-80.11,50.46,-71.26,-15.09,29.46,-14.37,-15.09,29.45,-14.37
1302,-1324,2.09,-3.55,-2.09,-2.09,84.74,-33.94,-29.59,-38.46,-75.76,-81.83,78.7,-44.65,14.46,-82.88,52.48,-71.17,-14.77,28.84,-14.07,-14.77,28.83,-14.06
1303,-1265,2.33,-3.27,-2.33,-2.33,84.74,-33.74,-29.66,-39.14,-75.98,-81.81,79.95,-44.37,13.95,-85.52,54.44,-71.08,-14.43,28.18,-13.74,-14.43,28.17,-13.74
1304,-1203,2.56,-3.01,-2.56,-2.56,84.74,-33.53,-29.73,-39.79,-76.12,-81.8,81.14,-44.09,13.43,-88,56.34,-70.99,-14.07,27.48,-13.41,-14.07,27.48,-13.4
1305,-1141,2.79,-2.76,-2.79,-2.79,84.74,-33.31,-29.78,-40.41,-76.19,-81.78,82.28,-43.8,12.89,-90.32,58.17,-70.92,-13.7,26.75,-13.05,-13.7,26.75,-13.05
1306,-1077,3.01,-2.51,-3.01,-3.01,84.73,-33.09,-29.82,-40.99,-76.18,-81.77,83.35,-43.51,12.33,-92.45,59.92,-70.85,-13.31,25.99,-12.68,-13.31,25.99,-12.68
1307,-1014,3.23,-2.28,-3.23,-3.23,84.73,-32.87,-29.85,-41.54,-76.09,-81.75,84.34,-43.21,11.76,-94.36,61.59,-70.8,-12.91,25.22,-12.3,-12.91,25.21,-12.3
1308,-951,3.44,-2.07,-3.44,-3.44,84.73,-32.64,-29.88,-42.04,-75.93,-81.73,85.25,-42.91,11.17,-96.04,63.18,-70.75,-12.5,24.42,-11.91,-12.5,24.42,-11.91
1309,-890,3.65,-1.87,-3.65,-3.65,84.73,-32.42,-29.9,-42.48,-75.69,-81.7,86.06,-42.6,10.57,-97.46,64.66,-70.71,-12.09,23.61,-11.52,-12.09,23.61,-11.52
1310,-829,3.85,-1.69,-3.85,-3.85,84.73,-32.2,-29.92,-42.88,-75.39,-81.68,86.77,-42.28,9.95,-98.6,66.05,-70.67,-11.67,22.79,-11.12,-11.67,22.79,-11.12
1311,-772,4.03,-1.52,-4.03,-4.03,84.73,-31.97,-29.92,-43.21,-75.01,-81.65,87.37,-41.95,9.32,-99.44,67.34,-70.65,-11.26,21.99,-10.73,-11.26,21.98,-10.73
1312,-719,4.21,-1.38,-4.21,-4.21,84.73,-31.76,-29.93,-43.48,-74.56,-81.63,87.85,-41.62,8.67,-99.96,68.51,-70.64,-10.86,21.21,-10.35,-10.86,21.21,-10.35
1313,-671,4.38,-1.26,-4.38,-4.38,84.72,-31.54,-29.93,-43.68,-74.04,-81.59,88.21,-41.28,8.02,-100.14,69.57,-70.63,-10.5,20.5,-10,-10.49,20.49,-10
1314,-628,4.54,-1.15,-4.54,-4.54,84.72,-31.33,-29.93,-43.8,-73.46,-81.56,88.43,-40.93,7.35,-100.05,70.5,-70.64,-10.15,19.82,-9.67,-10.15,19.82,-9.67
1315,-585,4.68,-1.04,-4.68,-4.68,84.72,-31.13,-29.93,-43.84,-72.81,-81.53,88.5,-40.58,6.67,-99.78,71.31,-70.65,-9.8,19.13,-9.34,-9.79,19.13,-9.33
1316,-544,4.81,-0.94,-4.81,-4.81,84.71,-30.94,-29.92,-43.81,-72.01,-81.49,88.47,-40.22,5.98,-99.34,71.98,-70.67,-9.44,18.44,-9,-9.44,18.43,-8.99
1317,-502,4.93,-0.84,-4.93,-4.93,84.7,-30.78,-29.87,-43.72,-70.99,-81.47,88.37,-39.85,5.28,-98.75,72.51,-70.7,-9.07,17.72,-8.65,-9.07,17.72,-8.65
1318,-462,5.04,-0.74,-5.04,-5.04,84.69,-30.62,-29.79,-43.58,-69.76,-81.44,88.21,-39.48,4.58,-98.02,72.9,-70.73,-8.7,16.99,-8.29,-8.7,16.99,-8.29
1319,-422,5.13,-0.64,-5.13,-5.13,84.68,-30.48,-29.67,-43.37,-68.31,-81.42,87.99,-39.1,3.86,-97.16,73.14,-70.78,-8.31,16.23,-7.92,-8.31,16.23,-7.92
1320,-381,5.21,-0.54,-5.21,-5.21,84.66,-30.33,-29.51,-43.11,-66.67,-81.39,87.72,-38.72,3.14,-96.18,73.22,-70.83,-7.9,15.43,-7.53,-7.9,15.43,-7.53
1321,-341,5.27,-0.45,-5.27,-5.27,84.64,-30.19,-29.31,-42.8,-64.82,-81.36,87.4,-38.33,2.42,-95.09,73.09,-70.88,-7.47,14.59,-7.12,-7.47,14.59,-7.12
1322,-300,5.31,-0.36,-5.31,-5.31,84.61,-30.03,-29.07,-42.42,-62.77,-81.32,87.04,-37.93,1.68,-93.91,72.73,-70.94,-7.01,13.69,-6.68,-7.01,13.69,-6.68
1323,-255,5.34,-0.27,-5.34,-5.34,84.57,-29.85,-28.78,-41.99,-60.54,-81.28,86.64,-37.53,0.95,-92.64,72.12,-71.01,-6.46,12.62,-6.16,-6.46,12.62,-6.16
1324,-211,5.35,-0.18,-5.35,-5.35,84.53,-29.65,-28.45,-41.5,-58.12,-81.22,86.19,-37.13,0.21,-91.29,71.29,-71.09,-5.87,11.47,-5.6,-5.87,11.47,-5.6
1325,-180,5.35,-0.09,-5.35,-5.35,84.48,-29.43,-28.07,-40.96,-55.53,-81.16,85.72,-36.72,-0.54,-89.89,70.25,-71.17,-5.43,10.6,-5.17,-5.43,10.6,-5.17
1326,-158,5.34,-0.01,-5.34,-5.34,84.43,-29.16,-27.64,-40.36,-52.76,-81.07,85.21,-36.3,-1.29,-88.43,68.99,-71.25,-5.08,9.93,-4.85,-5.08,9.92,-4.84
1327,-136,5.33,0.08,-5.33,-5.33,84.37,-28.86,-27.16,-39.71,-49.82,-80.98,84.68,-35.89,-2.04,-86.94,67.54,-71.35,-4.71,9.2,-4.49,-4.71,9.2,-4.49
1328,-121,5.32,0.16,-5.32,-5.32,84.29,-28.51,-26.63,-39,-46.71,-80.86,84.13,-35.46,-2.79,-85.41,65.9,-71.44,-4.45,8.68,-4.24,-4.44,8.68,-4.24
1329,-121,5.3,0.24,-5.3,-5.3,84.21,-28.11,-26.04,-38.24,-43.45,-80.72,83.57,-35.04,-3.54,-83.87,64.08,-71.54,-4.45,8.69,-4.24,-4.45,8.69,-4.24
1330,-144,5.27,0.31,-5.27,-5.27,84.12,-27.65,-25.4,-37.43,-40.03,-80.55,82.99,-34.61,-4.29,-82.33,62.09,-71.64,-4.85,9.48,-4.63,-4.85,9.48,-4.62
1331,-183,5.25,0.39,-5.25,-5.25,84.02,-27.12,-24.69,-36.56,-36.46,-80.36,82.4,-34.17,-5.04,-80.79,59.94,-71.75,-5.46,10.67,-5.21,-5.46,10.67,-5.21
1332,-224,5.22,0.46,-5.22,-5.22,83.92,-26.54,-23.9,-35.6,-32.67,-80.16,81.8,-33.74,-5.79,-79.27,57.64,-71.86,-6.05,11.82,-5.77,-6.05,11.82,-5.77
1333,-268,5.18,0.53,-5.18,-5.18,83.83,-25.9,-22.99,-34.52,-28.6,-79.96,81.21,-33.3,-6.54,-77.78,55.19,-71.98,-6.62,12.94,-6.31,-6.62,12.93,-6.31
1334,-315,5.14,0.6,-5.14,-5.14,83.74,-25.21,-21.98,-33.34,-24.27,-79.76,80.62,-32.85,-7.29,-76.33,52.61,-72.1,-7.18,14.02,-6.84,-7.18,14.02,-6.84
1335,-364,5.1,0.67,-5.1,-5.1,83.66,-24.48,-20.88,-32.07,-19.73,-79.55,80.03,-32.41,-8.03,-74.93,49.91,-72.22,-7.72,15.08,-7.36,-7.72,15.08,-7.36
1336,-415,5.06,0.74,-5.06,-5.06,83.58,-23.71,-19.71,-30.73,-14.99,-79.34,79.46,-31.96,-8.77,-73.6,47.09,-72.34,-8.25,16.1,-7.86,-8.24,16.1,-7.86
1337,-468,5.01,0.8,-5.01,-5.01,83.5,-22.91,-18.49,-29.32,-10.1,-79.12,78.9,-31.51,-9.5,-72.34,44.17,-72.46,-8.76,17.1,-8.35,-8.75,17.1,-8.34
1338,-522,4.95,0.86,-4.95,-4.95,83.41,-22.09,-17.23,-27.87,-5.07,-78.89,78.36,-31.05,-10.22,-71.17,41.14,-72.59,-9.25,18.07,-8.82,-9.25,18.07,-8.82
1339,-578,4.9,0.92,-4.9,-4.9,83.32,-21.24,-15.93,-26.39,0.06,-78.65,77.85,-30.6,-10.94,-70.09,38.04,-72.72,-9.73,19.01,-9.28,-9.73,19.01,-9.28
1340,-634,4.84,0.98,-4.84,-4.84,83.22,-20.37,-14.63,-24.89,5.25,-78.4,77.36,-30.14,-11.66,-69.13,34.85,-72.85,-10.2,19.93,-9.72,-10.2,19.92,-9.72
1341,-692,4.78,1.04,-4.78,-4.78,83.11,-19.48,-13.32,-23.4,10.48,-78.13,76.9,-29.68,-12.36,-68.29,31.59,-72.98,-10.65,20.81,-10.15,-10.65,20.8,-10.15
1342,-749,4.71,1.09,-4.71,-4.71,82.99,-18.59,-12.03,-21.91,15.72,-77.85,76.48,-29.22,-13.06,-67.54,28.28,-73.11,-11.09,21.66,-10.57,-11.09,21.66,-10.57
1343,-807,4.64,1.15,-4.64,-4.64,82.85,-17.7,-10.78,-20.46,20.94,-77.54,76.09,-28.75,-13.74,-66.85,24.91,-73.25,-11.51,22.49,-10.97,-11.51,22.48,-10.97
1344,-865,4.57,1.2,-4.57,-4.57,82.69,-16.8,-9.56,-19.05,26.1,-77.22,75.74,-28.29,-14.42,-66.21,21.5,-73.38,-11.92,23.28,-11.36,-11.92,23.28,-11.36
1345,-923,4.5,1.25,-4.5,-4.5,82.51,-15.91,-8.41,-17.7,31.19,-76.87,75.39,-27.83,-15.09,-65.62,18.06,-73.51,-12.31,24.05,-11.73,-12.31,24.04,-11.73
1346,-980,4.42,1.3,-4.42,-4.42,82.31,-15.03,-7.33,-16.42,36.15,-76.5,75.05,-27.36,-15.74,-65.08,14.6,-73.64,-12.69,24.78,-12.09,-12.69,24.78,-12.09
1347,-1036,4.34,1.34,-4.34,-4.34,82.09,-14.17,-6.33,-15.23,40.97,-76.1,74.73,-26.89,-16.39,-64.58,11.12,-73.78,-13.05,25.49,-12.43,-13.05,25.48,-12.43
1348,-1091,4.26,1.39,-4.26,-4.26,81.83,-13.32,-5.44,-14.14,45.62,-75.68,74.41,-26.42,-17.02,-64.11,7.64,-73.91,-13.4,26.16,-12.76,-13.4,26.16,-12.76
1349,-1145,4.17,1.43,-4.17,-4.17,81.55,-12.5,-4.67,-13.16,50.06,-75.22,74.1,-25.96,-17.63,-63.68,4.16,-74.04,-13.73,26.8,-13.07,-13.72,26.8,-13.07
1350,-1197,4.08,1.47,-4.08,-4.08,81.23,-11.71,-4.02,-12.32,54.27,-74.73,73.79,-25.49,-18.23,-63.28,0.7,-74.17,-14.04,27.41,-13.37,-14.03,27.4,-13.37
1351,-1247,3.99,1.51,-3.99,-3.99,80.88,-10.95,-3.53,-11.63,58.21,-74.21,73.5,-25.02,-18.82,-62.91,-2.74,-74.29,-14.33,27.98,-13.65,-14.33,27.98,-13.65
1352,-1295,3.9,1.55,-3.9,-3.9,80.46,-10.21,-3.15,-11.02,61.79,-73.75,73.21,-24.55,-19.39,-62.56,-6.15,-74.42,-14.61,28.52,-13.91,-14.6,28.52,-13.91
1353,-1341,3.81,1.59,-3.81,-3.81,79.95,-9.47,-2.83,-10.41,64.99,-73.42,72.92,-24.08,-19.95,-62.23,-9.52,-74.54,-14.86,29.02,-14.16,-14.86,29.02,-14.16
1354,-1384,3.71,1.62,-3.71,-3.71,79.36,-8.74,-2.58,-9.82,67.83,-73.13,72.64,-23.62,-20.49,-61.92,-12.83,-74.66,-15.1,29.49,-14.38,-15.1,29.48,-14.38
1355,-1425,3.61,1.65,-3.61,-3.61,78.69,-8.03,-2.39,-9.24,70.33,-72.82,72.37,-23.15,-21.01,-61.61,-16.09,-74.78,-15.32,29.92,-14.59,-15.32,29.91,-14.59
1356,-1462,3.51,1.68,-3.51,-3.51,77.95,-7.34,-2.24,-8.69,72.54,-72.4,72.09,-22.69,-21.51,-61.31,-19.28,-74.9,-15.52,30.31,-14.78,-15.52,30.3,-14.78
1357,-1496,3.41,1.71,-3.41,-3.41,77.15,-6.68,-2.13,-8.16,74.47,-71.81,71.82,-22.22,-21.99,-61.02,-22.38,-75.01,-15.7,30.66,-14.95,-15.7,30.65,-14.95
1358,-1526,3.3,1.74,-3.3,-3.3,76.3,-6.07,-2.06,-7.66,76.17,-70.97,71.56,-21.76,-22.46,-60.72,-25.41,-75.11,-15.86,30.97,-15.1,-15.86,30.96,-15.1
1359,-1552,3.19,1.77,-3.19,-3.19,75.41,-5.52,-2.02,-7.19,77.66,-69.8,71.29,-21.3,-22.9,-60.42,-28.33,-75.22,-16,31.23,-15.23,-16,31.23,-15.23
1360,-1574,3.09,1.79,-3.09,-3.09,74.48,-5.02,-2,-6.76,78.97,-68.23,71.02,-20.84,-23.32,-60.11,-31.15,-75.32,-16.11,31.45,-15.34,-16.11,31.45,-15.34
1361,-1591,2.98,1.82,-2.98,-2.98,73.53,-4.6,-1.99,-6.38,80.13,-66.18,70.76,-20.38,-23.72,-59.79,-33.85,-75.41,-16.2,31.63,-15.43,-16.2,31.63,-15.43
1362,-1604,2.86,1.84,-2.86,-2.86,72.55,-4.25,-1.99,-6.05,81.18,-63.58,70.49,-19.92,-24.09,-59.46,-36.43,-75.5,-16.27,31.76,-15.49,-16.27,31.76,-15.49
1363,-1612,2.75,1.86,-2.75,-2.75,71.51,-3.97,-2.1,-5.76,82.12,-60.54,70.23,-19.47,-24.45,-59.1,-38.88,-75.59,-16.31,31.84,-15.53,-16.31,31.83,-15.53
1364,-1615,2.64,1.87,-2.64,-2.64,70.36,-3.73,-2.43,-5.54,82.92,-57.22,69.96,-19.01,-24.78,-58.72,-41.18,-75.67,-16.32,31.86,-15.54,-16.32,31.86,-15.54
1365,-1610,2.52,1.89,-2.52,-2.52,69.13,-3.53,-2.93,-5.37,83.59,-53.64,69.69,-18.57,-25.08,-58.31,-43.33,-75.74,-16.3,31.81,-15.52,-16.3,31.81,-15.52
1366,-1595,2.4,1.91,-2.4,-2.4,67.83,-3.36,-3.6,-5.27,84.16,-49.82,69.42,-18.12,-25.36,-57.88,-45.32,-75.81,-16.22,31.67,-15.45,-16.22,31.67,-15.45
1367,-1572,2.28,1.92,-2.28,-2.28,66.49,-3.22,-4.39,-5.24,84.62,-45.79,69.14,-17.67,-25.61,-57.4,-47.14,-75.88,-16.1,31.43,-15.33,-16.1,31.43,-15.33
1368,-1540,2.16,1.93,-2.16,-2.16,65.14,-3.11,-5.28,-5.29,84.99,-41.56,68.86,-17.23,-25.83,-56.89,-48.78,-75.93,-15.94,31.11,-15.18,-15.93,31.11,-15.17
1369,-1501,2.04,1.94,-2.04,-2.04,63.79,-3.02,-6.25,-5.41,85.28,-37.15,68.57,-16.8,-26.03,-56.33,-50.23,-75.98,-15.73,30.71,-14.98,-15.73,30.71,-14.98
1370,-1455,1.92,1.95,-1.92,-1.92,62.47,-2.95,-7.26,-5.62,85.49,-32.58,68.28,-16.36,-26.2,-55.73,-51.49,-76.03,-15.49,30.24,-14.75,-15.49,30.23,-14.75
1371,-1403,1.8,1.96,-1.8,-1.8,61.2,-2.91,-8.29,-5.91,85.65,-27.87,67.99,-15.93,-26.34,-55.08,-52.53,-76.06,-15.21,29.69,-14.48,-15.2,29.68,-14.48
1372,-1346,1.68,1.96,-1.68,-1.68,60,-2.88,-9.32,-6.3,85.75,-23.04,67.68,-15.51,-26.45,-54.37,-53.36,-76.09,-14.89,29.07,-14.18,-14.89,29.07,-14.18
1373,-1284,1.55,1.96,-1.55,-1.55,58.91,-2.86,-10.31,-6.79,85.82,-18.11,67.37,-15.08,-26.53,-53.61,-53.96,-76.11,-14.54,28.39,-13.85,-14.54,28.39,-13.85
1374,-1219,1.43,1.97,-1.43,-1.43,57.93,-2.85,-11.24,-7.37,85.85,-13.1,67.05,-14.66,-26.58,-52.78,-54.33,-76.12,-14.16,27.66,-13.49,-14.16,27.65,-13.49
1375,-1150,1.3,1.97,-1.3,-1.3,57.09,-2.84,-12.09,-8.06,85.86,-8.03,66.72,-14.25,-26.59,-51.88,-54.46,-76.13,-13.76,26.86,-13.1,-13.75,26.86,-13.1
1376,-1079,1.17,1.96,-1.17,-1.17,56.43,-2.84,-12.81,-8.86,85.86,-2.91,66.39,-13.83,-26.52,-50.88,-54.27,-76.11,-13.32,26.01,-12.69,-13.32,26.01,-12.69
1377,-1006,1.05,1.95,-1.05,-1.05,55.89,-2.89,-13.46,-9.76,85.8,2.22,66.04,-13.39,-26.32,-49.75,-53.73,-76.05,-12.86,25.11,-12.25,-12.86,25.11,-12.25
1378,-932,0.92,1.94,-0.92,-0.92,55.45,-3.02,-14.07,-10.71,85.6,7.36,65.67,-12.94,-25.99,-48.49,-52.84,-75.96,-12.38,24.17,-11.79,-12.37,24.16,-11.79
1379,-858,0.79,1.92,-0.79,-0.79,55.09,-3.23,-14.66,-11.73,85.28,12.48,65.28,-12.47,-25.54,-47.11,-51.63,-75.83,-11.87,23.18,-11.31,-11.87,23.18,-11.31
1380,-784,0.67,1.89,-0.67,-0.67,54.8,-3.51,-15.23,-12.81,84.84,17.56,64.87,-11.99,-24.99,-45.64,-50.1,-75.66,-11.35,22.16,-10.81,-11.35,22.16,-10.81
1381,-712,0.54,1.86,-0.54,-0.54,54.57,-3.86,-15.78,-13.95,84.27,22.59,64.43,-11.5,-24.35,-44.07,-48.27,-75.46,-10.81,21.11,-10.3,-10.81,21.1,-10.3
1382,-641,0.41,1.82,-0.41,-0.41,54.4,-4.25,-16.32,-15.14,83.59,27.54,63.97,-11.01,-23.63,-42.42,-46.17,-75.21,-10.26,20.03,-9.77,-10.25,20.03,-9.77
1383,-573,0.28,1.77,-0.28,-0.28,54.28,-4.7,-16.84,-16.38,82.8,32.39,63.49,-10.5,-22.83,-40.7,-43.8,-74.92,-9.69,18.93,-9.24,-9.69,18.93,-9.24
1384,-508,0.16,1.72,-0.16,-0.16,54.2,-5.18,-17.36,-17.66,81.89,37.13,63,-9.99,-21.97,-38.92,-41.18,-74.59,-9.13,17.82,-8.7,-9.12,17.82,-8.7
1385,-447,0.03,1.67,-0.03,-0.03,54.15,-5.7,-17.86,-18.99,80.88,41.74,62.49,-9.47,-21.06,-37.1,-38.33,-74.22,-8.56,16.72,-8.16,-8.56,16.72,-8.16
1386,-391,-0.1,1.61,0.1,0.1,54.13,-6.24,-18.37,-20.37,79.76,46.19,61.98,-8.95,-20.11,-35.23,-35.26,-73.81,-8.01,15.64,-7.63,-8,15.63,-7.63
1387,-341,-0.23,1.55,0.23,0.23,54.12,-6.79,-18.88,-21.78,78.54,50.46,61.45,-8.43,-19.12,-33.34,-31.99,-73.35,-7.47,14.59,-7.12,-7.47,14.59,-7.12
1388,-297,-0.35,1.49,0.35,0.35,54.11,-7.36,-19.39,-23.23,77.22,54.54,60.92,-7.91,-18.12,-31.44,-28.53,-72.85,-6.97,13.61,-6.64,-6.97,13.6,-6.64
1389,-259,-0.48,1.42,0.48,0.48,54.24,-7.92,-19.91,-24.71,75.81,58.41,60.38,-7.39,-17.1,-29.53,-24.91,-72.31,-6.51,12.72,-6.21,-6.51,12.72,-6.21
1390,-230,-0.61,1.35,0.61,0.61,54.58,-8.48,-20.44,-26.22,74.3,62.04,59.83,-6.88,-16.09,-27.63,-21.13,-71.72,-6.13,11.96,-5.84,-6.12,11.96,-5.84
1391,-208,-0.73,1.27,0.73,0.73,55.11,-9.02,-20.99,-27.75,72.71,65.42,59.29,-6.37,-15.08,-25.75,-17.21,-71.08,-5.83,11.39,-5.56,-5.83,11.39,-5.56
1392,-196,-0.85,1.19,0.85,0.85,55.8,-9.53,-21.55,-29.31,71.03,68.53,58.75,-5.86,-14.1,-23.89,-13.17,-70.4,-5.65,11.04,-5.39,-5.65,11.04,-5.39
1393,-193,-0.98,1.11,0.98,0.98,56.61,-10.02,-22.13,-30.9,69.26,71.35,58.21,-5.36,-13.15,-22.08,-9.02,-69.67,-5.62,10.97,-5.35,-5.61,10.97,-5.35
1394,-197,-1.1,1.03,1.1,1.1,57.51,-10.46,-22.74,-32.5,67.42,73.85,57.68,-4.88,-12.24,-20.31,-4.78,-68.9,-5.67,11.08,-5.41,-5.67,11.08,-5.41
1395,-204,-1.22,0.94,1.22,1.22,58.48,-10.86,-23.38,-34.11,65.5,76.02,57.15,-4.4,-11.38,-18.61,-0.46,-68.07,-5.77,11.27,-5.5,-5.77,11.27,-5.5
1396,-213,-1.34,0.86,1.34,1.34,59.47,-11.2,-24.05,-35.74,63.5,77.84,56.64,-3.94,-10.58,-16.99,3.91,-67.2,-5.9,11.53,-5.63,-5.9,11.53,-5.63
1397,-225,-1.46,0.77,1.46,1.46,60.45,-11.48,-24.75,-37.37,61.43,79.3,56.14,-3.49,-9.85,-15.44,8.33,-66.28,-6.07,11.85,-5.79,-6.07,11.85,-5.78
1398,-240,-1.58,0.68,1.58,1.58,61.4,-11.69,-25.49,-39.01,59.3,80.36,55.65,-3.05,-9.21,-13.99,12.77,-65.31,-6.26,12.23,-5.97,-6.26,12.23,-5.97
1399,-257,-1.7,0.59,1.7,1.7,62.27,-11.83,-26.27,-40.66,57.1,81.01,55.17,-2.63,-8.67,-12.65,17.23,-64.28,-6.48,12.66,-6.18,-6.48,12.66,-6.18
1400,-276,-1.82,0.49,1.82,1.82,63.05,-11.87,-27.09,-42.3,54.84,81.23,54.72,-2.23,-8.22,-11.42,21.69,-63.21,-6.72,13.13,-6.41,-6.72,13.12,-6.4
1401,-298,-1.93,0.4,1.93,1.93,63.77,-11.83,-27.98,-43.95,52.41,81.23,54.28,-1.85,-7.89,-10.32,26.12,-62.08,-6.98,13.63,-6.65,-6.98,13.63,-6.65
1402,-321,-2.04,0.31,2.04,2.04,64.52,-11.71,-28.93,-45.58,49.72,81.22,53.87,-1.5,-7.68,-9.36,30.52,-60.9,-7.25,14.16,-6.91,-7.25,14.16,-6.91
1403,-347,-2.16,0.21,2.16,2.16,65.27,-11.51,-29.95,-47.21,46.8,81.19,53.49,-1.16,-7.61,-8.55,34.87,-59.67,-7.53,14.71,-7.18,-7.53,14.71,-7.18
1404,-374,-2.27,0.12,2.27,2.27,66.05,-11.25,-31.03,-48.83,43.66,81.14,53.13,-0.85,-7.72,-7.9,39.16,-58.38,-7.83,15.28,-7.46,-7.82,15.28,-7.46
1405,-403,-2.37,0.02,2.37,2.37,66.83,-10.94,-32.15,-50.43,40.35,81.06,52.79,-0.57,-8.05,-7.43,43.36,-57.04,-8.13,15.87,-7.74,-8.12,15.87,-7.74
1406,-434,-2.48,-0.07,2.48,2.48,67.62,-10.58,-33.32,-52.01,36.87,80.93,52.49,-0.31,-8.57,-7.13,47.46,-55.64,-8.43,16.47,-8.04,-8.43,16.46,-8.03
1407,-466,-2.59,-0.16,2.59,2.59,68.41,-10.18,-34.52,-53.58,33.26,80.76,52.23,-0.08,-9.28,-7.03,51.45,-54.19,-8.74,17.07,-8.33,-8.74,17.07,-8.33
1408,-500,-2.69,-0.25,2.69,2.69,69.2,-9.76,-35.76,-55.12,29.54,80.53,51.99,0.11,-10.16,-7.2,55.31,-52.68,-9.05,17.68,-8.63,-9.05,17.68,-8.63
1409,-535,-2.79,-0.34,2.79,2.79,69.99,-9.32,-37.01,-56.63,25.75,80.24,51.8,0.28,-11.21,-7.68,59.02,-51.11,-9.37,18.29,-8.93,-9.37,18.29,-8.93
