'Frame (30fps)', 'hips' (mm), 'neck', 'head', 'eye_R', 'eye_L', 'clavicle_R', 'shoulder_R', 'upperArm_R', 'elbow_R', 'lowerArm_R', 'hand_R', 'clavicle_L', 'shoulder_L', 'upperArm_L', 'elbow_L', 'lowerArm_L', 'hand_L', 'upperLeg_R', 'knee_R', 'ankle_R', 'upperLeg_L', 'knee_L', 'ankle_L', 'toes_r', 'toes_l', 'fingers_r_Ctrl', 'fingers_l_Ctrl'
1235,-22,-2.33,0.67,2.33,2.33,88.37,-36.16,-8.69,-10.14,86.21,-74.21,69.73,-54.05,-59.95,-92.08,-15.69,-83.03,-18.84,42.37,-23.53,-17.19,37.22,-20.02,-13.73,-41.6,0,0
1236,-23,-2.39,0.69,2.39,2.39,88.27,-36.1,-8.69,-10.14,85.74,-74.21,69.72,-54.06,-59.5,-91.69,-15.68,-83.03,-19.01,43.11,-24.09,-17.41,37.65,-20.24,-14.12,-40.92,0,0
1237,-23,-2.44,0.71,2.44,2.44,88.17,-36.03,-8.69,-10.15,85.23,-74.21,69.71,-54.06,-59.02,-91.25,-15.68,-83.02,-19.19,43.81,-24.62,-17.61,38.04,-20.43,-14.51,-40.26,0,0
1238,-23,-2.48,0.72,2.48,2.48,88.07,-35.97,-8.69,-10.16,84.68,-74.21,69.7,-54.06,-58.52,-90.77,-15.67,-83.02,-19.28,44.34,-25.05,-17.7,38.22,-20.52,-14.91,-39.61,0,0
1239,-23,-2.53,0.74,2.53,2.53,87.96,-35.91,-8.69,-10.18,84.09,-74.21,69.68,-54.06,-57.98,-90.25,-15.67,-83.01,-19.29,44.67,-25.37,-17.71,38.23,-20.52,-15.32,-38.97,0,0
1240,-23,-2.58,0.74,2.58,2.58,87.86,-35.85,-8.69,-10.2,83.45,-74.21,69.65,-54.06,-57.42,-89.67,-15.67,-83.01,-19.26,44.9,-25.64,-17.67,38.16,-20.49,-15.74,-38.34,0,0
1241,-23,-2.63,0.75,2.63,2.63,87.75,-35.79,-8.69,-10.22,82.77,-74.21,69.61,-54.05,-56.83,-89.04,-15.67,-83,-19.18,45.02,-25.84,-17.62,38.05,-20.44,-16.17,-37.74,0,0
1242,-23,-2.67,0.73,2.67,2.67,87.64,-35.74,-8.69,-10.24,82.05,-74.21,69.55,-54.04,-56.21,-88.37,-15.67,-83,-19.04,45.02,-25.98,-17.55,37.91,-20.36,-16.6,-37.15,0,0
1243,-23,-2.72,0.67,2.72,2.72,87.52,-35.69,-8.69,-10.27,81.28,-74.21,69.49,-54.02,-55.56,-87.64,-15.67,-82.99,-18.84,44.9,-26.06,-17.46,37.75,-20.29,-17.03,-36.58,0,0
1244,-23,-2.76,0.57,2.76,2.76,87.4,-35.65,-8.69,-10.31,80.47,-74.21,69.41,-54,-54.88,-86.85,-15.66,-82.98,-18.64,44.69,-26.05,-17.38,37.59,-20.21,-17.48,-36.04,0,0
1245,-22,-2.8,0.44,2.8,2.8,87.29,-35.6,-8.69,-10.35,79.52,-74.21,69.31,-53.97,-54.17,-86.01,-15.65,-82.98,-18.37,44.25,-25.88,-17.32,37.46,-20.14,-17.92,-35.51,0,0
1246,-22,-2.84,0.28,2.84,2.84,87.16,-35.57,-8.69,-10.39,78.36,-74.21,69.2,-53.93,-53.44,-85.11,-15.64,-82.97,-17.81,43.22,-25.41,-17.21,37.26,-20.04,-18.38,-35.02,0,0
1247,-22,-2.88,0.09,2.88,2.88,87.04,-35.54,-8.69,-10.44,76.99,-74.21,69.07,-53.89,-52.68,-84.12,-15.62,-82.96,-16.43,40.61,-24.18,-17.01,36.85,-19.84,-18.83,-34.55,0,0
1248,-21,-2.92,-0.13,2.92,2.92,86.92,-35.51,-8.69,-10.5,75.44,-74.21,68.92,-53.85,-51.88,-83.02,-15.6,-82.95,-14.54,36.97,-22.43,-16.69,36.22,-19.53,-19.29,-34.1,0,0
1249,-20,-2.95,-0.38,2.95,2.95,86.79,-35.49,-8.69,-10.57,73.69,-74.21,68.72,-53.79,-51.06,-81.81,-15.57,-82.94,-13.32,34.61,-21.29,-16.31,35.48,-19.17,-19.75,-33.69,0,0
1250,-19,-2.99,-0.65,2.99,2.99,86.66,-35.47,-8.69,-10.64,71.78,-74.21,68.47,-53.74,-50.21,-80.52,-15.53,-82.93,-12.91,33.78,-20.87,-15.9,34.68,-18.77,-20.21,-33.31,0,0
1251,-18,-3.02,-0.94,3.02,3.02,86.53,-35.46,-8.69,-10.71,69.69,-74.21,68.17,-53.68,-49.32,-79.14,-15.49,-82.92,-12.49,32.93,-20.44,-15.48,33.84,-18.36,-20.67,-32.96,0,0
1252,-18,-3.06,-1.24,3.06,3.06,86.4,-35.46,-8.69,-10.8,67.45,-74.21,67.81,-53.61,-48.41,-77.68,-15.43,-82.91,-12.08,32.1,-20.02,-15.06,33.02,-17.96,-21.13,-32.65,0,0
1253,-17,-3.09,-1.57,3.09,3.09,86.27,-35.46,-8.72,-10.91,65.05,-74.22,67.41,-53.54,-47.47,-76.16,-15.36,-82.89,-11.71,31.34,-19.63,-14.68,32.27,-17.59,-21.6,-32.38,0,0
1254,-16,-3.12,-1.91,3.12,3.12,86.15,-35.46,-8.81,-11.07,62.52,-74.27,66.97,-53.47,-46.5,-74.58,-15.29,-82.85,-11.41,30.71,-19.3,-14.37,31.66,-17.29,-22.06,-32.14,0,0
1255,-16,-3.14,-2.26,3.14,3.14,86.03,-35.46,-8.96,-11.26,59.85,-74.35,66.49,-53.38,-45.5,-72.95,-15.2,-82.76,-11.2,30.25,-19.05,-14.14,31.2,-17.06,-22.52,-31.94,0,0
1256,-15,-3.17,-2.62,3.17,3.17,85.92,-35.46,-9.17,-11.5,57.06,-74.46,65.98,-53.3,-44.47,-71.28,-15.1,-82.63,-11.07,29.95,-18.88,-13.98,30.89,-16.91,-22.98,-31.78,0,0
1257,-15,-3.2,-2.99,3.2,3.2,85.82,-35.46,-9.42,-11.77,54.16,-74.59,65.45,-53.21,-43.38,-69.58,-14.98,-82.45,-11.02,29.79,-18.77,-13.9,30.73,-16.83,-23.43,-31.67,0,0
1258,-15,-3.22,-3.37,3.22,3.22,85.73,-35.46,-9.73,-12.08,51.15,-74.75,64.89,-53.11,-42.2,-67.86,-14.86,-82.23,-11.05,29.8,-18.75,-13.89,30.72,-16.83,-23.88,-31.6,0,0
1259,-15,-3.24,-3.74,3.24,3.24,85.64,-35.46,-10.08,-12.42,48.04,-74.93,64.31,-53.01,-40.94,-66.13,-14.71,-81.97,-11.18,30.01,-18.83,-13.99,30.91,-16.92,-24.33,-31.57,0,0
1260,-16,-3.26,-4.12,3.26,3.26,85.55,-35.46,-10.48,-12.8,44.85,-75.13,63.71,-52.91,-39.61,-64.4,-14.55,-81.68,-11.45,30.47,-19.02,-14.21,31.34,-17.13,-24.78,-31.61,0,0
1261,-16,-3.28,-4.5,3.28,3.28,85.48,-35.46,-10.91,-13.2,41.58,-75.35,63.11,-52.8,-38.21,-62.67,-14.38,-81.36,-11.81,31.11,-19.31,-14.52,31.95,-17.43,-25.21,-31.7,0,0
1262,-17,-3.3,-4.88,3.3,3.3,85.4,-35.46,-11.38,-13.64,38.24,-75.59,62.5,-52.68,-36.74,-60.95,-14.18,-81.02,-12.19,31.8,-19.61,-14.85,32.6,-17.75,-25.65,-31.86,0,0
1263,-18,-3.32,-5.25,3.32,3.32,85.34,-35.46,-11.89,-14.1,34.83,-75.84,61.89,-52.56,-35.21,-59.26,-13.97,-80.66,-12.57,32.47,-19.91,-15.17,33.24,-18.07,-26.07,-32.07,0,0
1264,-18,-3.33,-5.61,3.33,3.33,85.27,-35.46,-12.43,-14.58,31.37,-76.11,61.28,-52.44,-33.63,-57.6,-13.74,-80.27,-12.97,33.19,-20.22,-15.52,33.92,-18.4,-26.49,-32.33,0,0
1265,-19,-3.34,-5.96,3.34,3.34,85.22,-35.46,-12.99,-15.09,27.87,-76.39,60.68,-52.31,-31.99,-55.99,-13.48,-79.88,-13.41,33.98,-20.57,-15.91,34.68,-18.78,-26.92,-32.64,0,0
1266,-20,-3.35,-6.3,3.35,3.35,85.16,-35.46,-13.58,-15.62,24.34,-76.67,60.09,-52.18,-30.31,-54.42,-13.15,-79.47,-13.94,34.94,-21.01,-16.38,35.61,-19.23,-27.36,-32.99,0,0
1267,-21,-3.36,-6.62,3.36,3.36,85.12,-35.46,-14.19,-16.17,20.78,-76.97,59.52,-52.04,-28.59,-52.92,-12.66,-79.05,-14.5,35.97,-21.47,-16.88,36.6,-19.72,-27.81,-33.39,0,0
1268,-22,-3.37,-6.93,3.37,3.37,85.07,-35.46,-14.82,-16.74,17.2,-77.27,58.97,-51.9,-26.83,-51.48,-12.03,-78.63,-15.34,37.55,-22.21,-17.3,37.43,-20.13,-28.27,-33.83,0,0
1269,-23,-3.37,-7.22,3.37,3.37,85.03,-35.46,-15.47,-17.32,13.61,-77.58,58.44,-51.75,-25.04,-50.12,-11.27,-78.22,-16.62,39.97,-23.35,-17.59,38,-20.41,-28.74,-34.3,0,0
1270,-24,-3.37,-7.49,3.37,3.37,85,-35.46,-16.13,-17.92,10.02,-77.89,57.94,-51.6,-23.22,-48.85,-10.38,-77.8,-18.12,42.81,-24.69,-17.81,38.43,-20.62,-29.23,-34.8,0,0
1271,-24,-3.38,-7.74,3.38,3.38,84.97,-35.46,-16.8,-18.53,6.44,-78.2,57.48,-51.44,-21.39,-47.67,-9.36,-77.39,-19.66,45.73,-26.06,-17.97,38.74,-20.78,-29.72,-35.33,0,0
1272,-24,-3.37,-7.96,3.37,3.37,84.94,-35.46,-17.48,-19.16,2.88,-78.51,57.05,-51.28,-19.53,-46.6,-8.23,-76.99,-21.1,48.4,-27.3,-18.08,38.96,-20.88,-30.22,-35.88,0,0
1273,-24,-3.34,-8.15,3.34,3.34,84.91,-35.46,-18.16,-19.79,-0.65,-78.82,56.67,-51.12,-17.67,-45.64,-6.98,-76.61,-22.29,50.57,-28.28,-18.13,39.06,-20.93,-30.73,-36.46,0,0
1274,-24,-3.29,-8.31,3.29,3.29,84.89,-35.46,-18.84,-20.43,-4.15,-79.12,56.33,-50.95,-15.79,-44.8,-5.63,-76.24,-23.14,52.02,-28.88,-18.15,39.09,-20.95,-31.25,-37.05,0,0
1275,-24,-3.23,-8.44,3.23,3.23,84.87,-35.46,-19.52,-21.07,-7.6,-79.42,56.05,-50.78,-13.92,-44.1,-4.17,-75.9,-23.55,52.58,-29.03,-18.15,39.09,-20.95,-31.77,-37.66,0,0
1276,-24,-3.16,-8.54,3.16,3.16,84.85,-35.46,-20.2,-21.72,-11,-79.71,55.82,-50.6,-12.05,-43.53,-2.62,-75.58,-23.68,52.54,-28.86,-18.14,39.09,-20.94,-32.29,-38.27,0,0
1277,-24,-3.07,-8.59,3.07,3.07,84.83,-35.46,-20.86,-22.37,-14.34,-79.99,55.65,-50.42,-10.18,-43.12,-0.98,-75.28,-23.74,52.34,-28.6,-18.13,39.06,-20.93,-32.82,-38.9,0,0
1278,-24,-2.96,-8.61,2.96,2.96,84.82,-35.46,-21.52,-23.02,-17.61,-80.26,55.54,-50.23,-8.33,-42.87,0.75,-75.03,-23.75,52,-28.26,-18.1,39,-20.9,-33.36,-39.53,0,0
1279,-24,-2.84,-8.6,2.84,2.84,84.81,-35.46,-22.16,-23.67,-20.79,-80.51,55.51,-50.05,-6.5,-42.78,2.55,-74.8,-23.68,51.51,-27.83,-18.05,38.9,-20.85,-33.89,-40.15,0,0
1280,-24,-2.71,-8.56,2.71,2.71,84.8,-35.46,-22.79,-24.31,-23.89,-80.75,55.58,-49.85,-4.69,-42.91,4.43,-74.6,-23.55,50.87,-27.32,-17.96,38.73,-20.77,-34.43,-40.78,0,0
1281,-24,-2.56,-8.49,2.56,2.56,84.79,-35.46,-23.4,-24.95,-26.89,-80.97,55.8,-49.65,-2.91,-43.3,6.37,-74.4,-23.35,50.08,-26.72,-17.84,38.49,-20.65,-34.97,-41.39,0,0
1282,-23,-2.4,-8.39,2.4,2.4,84.79,-35.46,-23.98,-25.59,-29.79,-81.17,56.16,-49.45,-1.16,-43.94,8.38,-74.2,-23.08,49.14,-26.06,-17.68,38.18,-20.5,-35.51,-42,0,0
1283,-23,-2.24,-8.27,2.24,2.24,84.78,-35.46,-24.54,-26.21,-32.57,-81.35,56.64,-49.25,0.55,-44.79,10.44,-74.01,-22.75,48.09,-25.34,-17.5,37.83,-20.32,-36.04,-42.59,0,0
1284,-22,-2.06,-8.13,2.06,2.06,84.77,-35.46,-25.07,-26.82,-35.23,-81.51,57.24,-49.04,2.22,-45.86,12.55,-73.81,-22.38,46.95,-24.57,-17.3,37.43,-20.13,-36.57,-43.17,0,0
1285,-22,-1.87,-7.97,1.87,1.87,84.77,-35.46,-25.57,-27.43,-37.75,-81.64,57.95,-48.83,3.84,-47.11,14.7,-73.63,-21.96,45.73,-23.77,-17.1,37.02,-19.93,-37.1,-43.72,0,0
1286,-21,-1.67,-7.79,1.67,1.67,84.77,-35.46,-26.03,-28.01,-40.13,-81.75,58.76,-48.61,5.41,-48.55,16.89,-73.44,-21.51,44.46,-22.95,-16.89,36.62,-19.73,-37.63,-44.25,0,0
1287,-21,-1.47,-7.59,1.47,1.47,84.76,-35.46,-26.45,-28.58,-42.36,-81.82,59.67,-48.39,6.93,-50.14,19.12,-73.26,-21.02,43.13,-22.12,-16.67,36.18,-19.51,-38.15,-44.75,0,0
1288,-20,-1.26,-7.38,1.26,1.26,84.76,-35.46,-26.84,-29.14,-44.44,-81.87,60.66,-48.16,8.38,-51.88,21.37,-73.09,-20.48,41.74,-21.25,-16.41,35.68,-19.27,-38.66,-45.22,0,0
1289,-20,-1.04,-7.15,1.04,1.04,84.75,-35.46,-27.18,-29.67,-46.34,-81.89,61.73,-47.93,9.76,-53.75,23.64,-72.91,-19.91,40.29,-20.38,-16.14,35.15,-19.01,-39.17,-45.66,0,0
1290,-19,-0.82,-6.91,0.82,0.82,84.75,-35.45,-27.49,-30.22,-48.08,-81.89,62.87,-47.7,11.07,-55.73,25.93,-72.75,-19.31,38.8,-19.49,-15.84,34.55,-18.71,-39.67,-46.06,0,0
1291,-18,-0.59,-6.65,0.59,0.59,84.75,-35.42,-27.77,-30.81,-49.67,-81.89,64.06,-47.47,12.31,-57.81,28.22,-72.58,-18.68,37.3,-18.62,-15.51,33.91,-18.4,-40.16,-46.41,0,0
1292,-18,-0.35,-6.39,0.35,0.35,84.74,-35.36,-28.03,-31.43,-51.11,-81.89,65.31,-47.23,13.46,-59.96,30.52,-72.43,-18.08,35.9,-17.82,-15.22,33.34,-18.12,-40.65,-46.72,0,0
1293,-17,-0.11,-6.12,0.11,0.11,84.74,-35.29,-28.27,-32.08,-52.4,-81.88,66.6,-46.98,14.53,-62.18,32.82,-72.27,-17.59,34.72,-17.13,-15.01,32.91,-17.91,-41.12,-46.98,0,0
1294,-17,0.13,-5.84,-0.13,-0.13,84.74,-35.2,-28.48,-32.75,-53.55,-81.88,67.92,-46.74,15.5,-64.45,35.11,-72.13,-17.16,33.72,-16.56,-14.83,32.57,-17.74,-41.58,-47.19,0,0
1295,-17,0.37,-5.56,-0.37,-0.37,84.74,-35.09,-28.68,-33.45,-54.55,-81.88,69.27,-46.49,16.38,-66.75,37.39,-71.98,-16.77,32.83,-16.07,-14.64,32.18,-17.55,-42.03,-47.35,0,0
1296,-16,0.62,-5.27,-0.62,-0.62,84.74,-34.96,-28.86,-34.16,-55.41,-81.87,70.63,-46.23,17.16,-69.07,39.65,-71.85,-16.41,32.06,-15.65,-14.41,31.74,-17.33,-42.46,-47.44,0,0
1297,-16,0.86,-4.98,-0.86,-0.86,84.74,-34.82,-29.02,-34.88,-56.14,-81.87,72.01,-45.98,17.83,-71.39,41.88,-71.72,-16.14,31.5,-15.37,-14.18,31.29,-17.11,-42.88,-47.48,0,0
1298,-15,1.11,-4.69,-1.11,-1.11,84.74,-34.67,-29.16,-35.61,-56.73,-81.86,73.38,-45.72,18.39,-73.69,44.09,-71.59,-15.9,31.04,-15.14,-13.95,30.82,-16.88,-43.29,-47.47,0,0
1299,-15,1.36,-4.4,-1.36,-1.36,84.74,-34.5,-29.29,-36.34,-57.18,-81.85,74.74,-45.45,18.83,-75.96,46.25,-71.48,-15.65,30.55,-14.9,-13.7,30.33,-16.64,-43.68,-47.46,0,0
1300,-14,1.6,-4.11,-1.6,-1.6,84.74,-34.32,-29.41,-37.06,-57.51,-81.85,76.09,-45.18,19.15,-78.18,48.38,-71.37,-15.38,30.03,-14.65,-13.43,29.81,-16.38,-44.05,-47.44,0,0
1301,-14,1.85,-3.83,-1.85,-1.85,84.74,-34.14,-29.5,-37.77,-57.71,-81.84,77.41,-44.91,19.35,-80.34,50.46,-71.26,-15.09,29.46,-14.37,-13.14,29.23,-16.1,-44.41,-47.41,0,0
1302,-13,2.09,-3.55,-2.09,-2.09,84.74,-33.94,-29.59,-38.46,-57.79,-81.83,78.7,-44.64,19.45,-82.41,52.48,-71.17,-14.77,28.84,-14.07,-12.82,28.61,-15.79,-44.75,-47.37,0,0
1303,-13,2.33,-3.27,-2.33,-2.33,84.74,-33.74,-29.66,-39.14,-57.75,-81.81,79.95,-44.36,19.5,-84.39,54.44,-71.08,-14.43,28.18,-13.74,-12.48,27.94,-15.46,-45.07,-47.32,0,0
1304,-12,2.56,-3.01,-2.56,-2.56,84.74,-33.53,-29.73,-39.79,-57.58,-81.8,81.14,-44.08,19.5,-86.26,56.34,-70.99,-14.07,27.48,-13.41,-12.12,27.24,-15.12,-45.36,-47.27,0,0
1305,-11,2.79,-2.76,-2.79,-2.79,84.74,-33.31,-29.78,-40.41,-57.3,-81.78,82.28,-43.8,19.44,-88,58.17,-70.92,-13.7,26.75,-13.05,-11.75,26.51,-14.76,-45.64,-47.21,0,0
1306,-11,3.01,-2.51,-3.01,-3.01,84.73,-33.09,-29.82,-40.99,-56.9,-81.77,83.35,-43.51,19.32,-89.59,59.92,-70.85,-13.31,25.99,-12.68,-11.36,25.74,-14.38,-45.9,-47.14,0,0
1307,-10,3.23,-2.28,-3.23,-3.23,84.73,-32.87,-29.85,-41.54,-56.4,-81.75,84.34,-43.22,19.16,-91.03,61.59,-70.8,-12.91,25.22,-12.3,-10.96,24.96,-14,-46.13,-47.06,0,0
1308,-10,3.44,-2.07,-3.44,-3.44,84.73,-32.64,-29.88,-42.04,-55.78,-81.73,85.25,-42.91,18.95,-92.29,63.18,-70.75,-12.5,24.42,-11.91,-10.55,24.15,-13.6,-46.33,-46.98,0,0
1309,-9,3.65,-1.87,-3.65,-3.65,84.73,-32.42,-29.9,-42.48,-55.06,-81.7,86.06,-42.6,18.7,-93.35,64.66,-70.71,-12.09,23.61,-11.52,-10.13,23.33,-13.2,-46.52,-46.88,0,0
1310,-8,3.85,-1.69,-3.85,-3.85,84.73,-32.2,-29.92,-42.88,-54.23,-81.68,86.77,-42.28,18.39,-94.21,66.05,-70.67,-11.67,22.79,-11.12,-9.71,22.51,-12.79,-46.67,-46.79,0,0
1311,-8,4.03,-1.52,-4.03,-4.03,84.73,-31.97,-29.92,-43.21,-53.3,-81.65,87.37,-41.95,18.05,-94.84,67.34,-70.65,-11.26,21.98,-10.72,-9.29,21.69,-12.39,-46.81,-46.68,0,0
1312,-7,4.21,-1.38,-4.21,-4.21,84.73,-31.76,-29.93,-43.48,-52.28,-81.63,87.85,-41.61,17.66,-95.23,68.51,-70.64,-10.86,21.2,-10.34,-8.89,20.9,-12,-46.91,-46.57,0,0
1313,-7,4.38,-1.26,-4.38,-4.38,84.72,-31.54,-29.93,-43.68,-51.15,-81.59,88.21,-41.26,17.23,-95.36,69.57,-70.63,-10.5,20.5,-10,-8.53,20.18,-11.65,-46.98,-46.45,0,0
1314,-6,4.54,-1.15,-4.54,-4.54,84.72,-31.33,-29.93,-43.8,-49.94,-81.56,88.43,-40.91,16.76,-95.29,70.5,-70.64,-10.16,19.85,-9.69,-8.19,19.52,-11.33,-47.03,-46.33,0,0
1315,-6,4.68,-1.04,-4.68,-4.68,84.72,-31.13,-29.93,-43.84,-48.63,-81.53,88.5,-40.54,16.25,-95.06,71.31,-70.65,-9.83,19.2,-9.37,-7.86,18.86,-11,-47.04,-46.2,0,0
1316,-5,4.81,-0.94,-4.81,-4.81,84.71,-30.94,-29.92,-43.81,-47.23,-81.49,88.47,-40.17,15.71,-94.7,71.98,-70.67,-9.49,18.54,-9.05,-7.52,18.19,-10.68,-47.04,-46.06,0,0
1317,-5,4.93,-0.84,-4.93,-4.93,84.7,-30.76,-29.87,-43.72,-45.72,-81.47,88.37,-39.8,15.13,-94.21,72.51,-70.7,-9.15,17.88,-8.72,-7.17,17.52,-10.35,-47.02,-45.92,0,0
1318,-5,5.04,-0.74,-5.04,-5.04,84.69,-30.59,-29.79,-43.58,-44.12,-81.44,88.21,-39.41,14.52,-93.6,72.9,-70.73,-8.8,17.2,-8.39,-6.82,16.82,-10.01,-46.99,-45.77,0,0
1319,-4,5.13,-0.64,-5.13,-5.13,84.68,-30.43,-29.67,-43.37,-42.43,-81.42,87.99,-39.02,13.88,-92.87,73.14,-70.78,-8.44,16.49,-8.05,-6.45,16.1,-9.65,-46.95,-45.62,0,0
1320,-4,5.21,-0.54,-5.21,-5.21,84.66,-30.26,-29.51,-43.11,-40.65,-81.39,87.72,-38.62,13.21,-92.05,73.22,-70.83,-8.07,15.75,-7.69,-6.06,15.35,-9.28,-46.89,-45.46,0,0
1321,-4,5.27,-0.45,-5.27,-5.27,84.64,-30.09,-29.31,-42.8,-38.78,-81.36,87.4,-38.22,12.5,-91.14,73.09,-70.88,-7.67,14.97,-7.31,-5.66,14.54,-8.89,-46.83,-45.29,0,0
1322,-3,5.31,-0.36,-5.31,-5.31,84.61,-29.91,-29.07,-42.42,-36.84,-81.32,87.04,-37.81,11.77,-90.15,72.73,-70.94,-7.24,14.14,-6.9,-5.22,13.68,-8.47,-46.75,-45.13,0,0
1323,-3,5.34,-0.27,-5.34,-5.34,84.57,-29.72,-28.78,-41.99,-34.82,-81.28,86.64,-37.39,11.02,-89.08,72.12,-71.01,-6.72,13.12,-6.4,-4.68,12.63,-7.95,-46.67,-44.95,0,0
1324,-2,5.35,-0.18,-5.35,-5.35,84.53,-29.5,-28.45,-41.5,-32.73,-81.22,86.19,-36.97,10.24,-87.95,71.29,-71.09,-6.15,12.01,-5.86,-4.09,11.47,-7.39,-46.57,-44.77,0,0
1325,-2,5.35,-0.09,-5.35,-5.35,84.48,-29.27,-28.07,-40.96,-30.57,-81.16,85.72,-36.54,9.43,-86.77,70.25,-71.17,-5.72,11.17,-5.45,-3.64,10.59,-6.96,-46.47,-44.59,0,0
1326,-2,5.34,-0.01,-5.34,-5.34,84.43,-29,-27.64,-40.36,-28.34,-81.07,85.21,-36.11,8.61,-85.54,68.99,-71.25,-5.39,10.54,-5.14,-3.3,9.92,-6.63,-46.35,-44.41,0,0
1327,-2,5.33,0.08,-5.33,-5.33,84.37,-28.71,-27.16,-39.71,-26.06,-80.98,84.68,-35.67,7.76,-84.28,67.54,-71.35,-5.05,9.86,-4.81,-2.93,9.2,-6.27,-46.23,-44.21,0,0
1328,-1,5.32,0.16,-5.32,-5.32,84.29,-28.38,-26.63,-39,-23.73,-80.86,84.13,-35.24,6.9,-82.99,65.9,-71.44,-4.8,9.38,-4.58,-2.67,8.69,-6.02,-46.1,-44.02,0,0
1329,-1,5.3,0.24,-5.3,-5.3,84.21,-28.01,-26.04,-38.24,-21.34,-80.72,83.57,-34.79,6.02,-81.69,64.08,-71.54,-4.81,9.39,-4.58,-2.67,8.7,-6.03,-45.96,-43.82,0,0
1330,-2,5.27,0.31,-5.27,-5.27,84.12,-27.59,-25.4,-37.43,-18.91,-80.55,82.99,-34.34,5.13,-80.38,62.09,-71.64,-5.18,10.11,-4.94,-3.07,9.47,-6.41,-45.81,-43.62,0,0
1331,-2,5.25,0.39,-5.25,-5.25,84.02,-27.12,-24.69,-36.56,-16.43,-80.36,82.4,-33.89,4.22,-79.08,59.94,-71.75,-5.74,11.22,-5.48,-3.67,10.65,-6.98,-45.66,-43.41,0,0
1332,-2,5.22,0.46,-5.22,-5.22,83.92,-26.61,-23.9,-35.6,-13.92,-80.16,81.8,-33.44,3.3,-77.79,57.64,-71.86,-6.3,12.31,-6.01,-4.25,11.79,-7.54,-45.49,-43.2,0,0
1333,-3,5.18,0.53,-5.18,-5.18,83.83,-26.04,-22.99,-34.52,-11.37,-79.96,81.21,-32.98,2.37,-76.52,55.19,-71.98,-6.85,13.37,-6.53,-4.81,12.89,-8.08,-45.32,-42.99,0,0
1334,-3,5.14,0.6,-5.14,-5.14,83.74,-25.43,-21.98,-33.34,-8.79,-79.76,80.62,-32.52,1.43,-75.28,52.61,-72.1,-7.38,14.41,-7.03,-5.36,13.96,-8.61,-45.15,-42.78,0,0
1335,-4,5.1,0.67,-5.1,-5.1,83.66,-24.79,-20.88,-32.07,-6.19,-79.55,80.03,-32.06,0.48,-74.08,49.91,-72.22,-7.9,15.43,-7.53,-5.89,15.01,-9.12,-44.96,-42.56,0,0
1336,-4,5.06,0.74,-5.06,-5.06,83.58,-24.11,-19.71,-30.73,-3.57,-79.34,79.46,-31.6,-0.48,-72.93,47.09,-72.34,-8.41,16.42,-8.01,-6.41,16.03,-9.61,-44.77,-42.34,0,0
1337,-5,5.01,0.8,-5.01,-5.01,83.5,-23.4,-18.49,-29.32,-0.93,-79.12,78.9,-31.13,-1.44,-71.85,44.17,-72.46,-8.9,17.38,-8.48,-6.91,17.01,-10.1,-44.58,-42.11,0,0
1338,-5,4.95,0.86,-4.95,-4.95,83.41,-22.68,-17.23,-27.87,1.73,-78.89,78.36,-30.66,-2.4,-70.83,41.14,-72.59,-9.38,18.32,-8.94,-7.4,17.97,-10.57,-44.38,-41.89,0,0
1339,-6,4.9,0.92,-4.9,-4.9,83.32,-21.93,-15.93,-26.39,4.39,-78.65,77.85,-30.2,-3.37,-69.89,38.04,-72.72,-9.85,19.24,-9.39,-7.88,18.9,-11.03,-44.17,-41.66,0,0
1340,-6,4.84,0.98,-4.84,-4.84,83.22,-21.17,-14.63,-24.89,7.06,-78.4,77.36,-29.73,-4.33,-69.04,34.85,-72.85,-10.31,20.13,-9.82,-8.34,19.81,-11.47,-43.96,-41.43,0,0
1341,-7,4.78,1.04,-4.78,-4.78,83.11,-20.4,-13.32,-23.4,9.73,-78.13,76.9,-29.26,-5.3,-68.29,31.59,-72.98,-10.75,20.99,-10.24,-8.79,20.69,-11.9,-43.75,-41.2,0,0
1342,-8,4.71,1.09,-4.71,-4.71,82.99,-19.64,-12.03,-21.91,12.4,-77.85,76.48,-28.79,-6.26,-67.61,28.28,-73.11,-11.18,21.83,-10.65,-9.22,21.53,-12.32,-43.53,-40.96,0,0
1343,-8,4.64,1.15,-4.64,-4.64,82.85,-18.87,-10.78,-20.46,15.06,-77.54,76.09,-28.32,-7.21,-66.98,24.91,-73.25,-11.59,22.64,-11.05,-9.63,22.35,-12.72,-43.31,-40.73,0,0
1344,-9,4.57,1.2,-4.57,-4.57,82.69,-18.11,-9.56,-19.05,17.7,-77.22,75.74,-27.85,-8.16,-66.4,21.5,-73.38,-11.99,23.42,-11.43,-10.04,23.14,-13.1,-43.08,-40.49,0,0
1345,-9,4.5,1.25,-4.5,-4.5,82.51,-17.36,-8.41,-17.7,20.33,-76.87,75.39,-27.38,-9.11,-65.86,18.06,-73.51,-12.38,24.17,-11.79,-10.42,23.9,-13.48,-42.86,-40.25,0,0
1346,-10,4.42,1.3,-4.42,-4.42,82.31,-16.63,-7.33,-16.42,22.95,-76.5,75.05,-26.91,-10.04,-65.36,14.6,-73.64,-12.75,24.89,-12.14,-10.79,24.63,-13.83,-42.63,-40.01,0,0
